dis_mid,raw_kdp_abs_diff,reg_kdp_abs_diff,kdp_lsf_abs_diff
4.3125,0.0,0.0,0.05239682539682659
4.387499999999999,0.0,0.0,0.062179232804227096
4.4625,0.0,0.0,0.0188928571428622
4.5375,0.0,0.0,0.0220416666666635
4.612500000000001,0.0,0.0,1.2064392728923795e-15
4.6875,0.0,0.0,3.935860479859044e-16
4.762499999999999,0.0,0.0,3.813431781566211e-16
4.8375,0.0,0.0,5.25119232962483e-15
4.9125,0.0,0.0,4.15318590752187e-15
4.987500000000001,0.0,0.0,1.4793496002595813e-15
5.0625,0.0,0.0,2.513029572132385e-15
5.137499999999999,0.09999999999999998,0.0,6.713660288400128e-16
5.2125,0.0,0.0,1.3498283562289356e-15
5.2875,0.0,0.0,4.5342239572013335e-15
5.362500000000001,0.0,0.0,0.0
5.4375,0.0,0.0,0.0
5.512499999999999,0.0,0.0,4.289987113349657e-15
5.5875,0.0,0.0,3.3131460941053332e-15
5.6625,0.09999999999999998,0.0,3.3415466746456147e-16
5.737500000000001,0.0,0.0,6.426863517797624e-16
5.8125,0.0,0.0,0.0
5.887499999999999,0.0,0.0,3.0917737619583735e-15
5.9625,0.0,0.0,2.786449792729082e-15
6.0375,0.09999999999999998,0.0,3.053239692292918e-16
6.112500000000001,0.0,0.0,0.0
6.1875,0.0,0.0,0.0
6.262499999999999,0.0,0.0,4.3623607664335764e-15
6.3375,0.0,0.0,4.3623607664335764e-15
6.4125,0.10000000000000009,0.0,1.7044675812305677e-15
6.487500000000001,0.0,0.0,0.027541666666666697
6.5625,0.0,0.0,0.023607142857138302
6.637499999999999,0.0,0.0,0.019672619047623192
6.7125,0.09999999999999998,0.0,0.015738095238095606
6.7875,0.0,0.0,0.13924404761904519
6.862500000000001,0.0,0.0,0.11710374149660471
6.9375,0.0,0.5508333333333297,0.09496343537414198
7.012499999999999,0.09999999999999998,0.0,0.07282312925169832
7.0875,0.0,0.5508333333333297,0.0506828231292511
7.1625,0.0,0.0,0.028542517006807655
7.237500000000001,0.0,2.5488095238095525,0.006402210884354109
7.3125,0.10000000000000009,0.0,0.015738095238101657
7.387499999999999,0.0,2.5488095238095525,0.037878401360545655
7.4625,0.0,0.0,0.06001870748298943
7.5375,0.09999999999999987,0.0,0.0821590136054402
7.612500000000001,0.0,0.0,0.07282312925169543
7.6875,0.0,0.0,0.09102891156462908
7.762499999999999,0.0,0.0,0.10923469387754581
7.8375,0.10000000000000009,0.0,0.1213690476190426
7.9125,0.0,0.0,0.2132653061224474
7.987500000000001,0.0,0.0,0.1777210884353771
8.0625,0.09999999999999987,0.0,0.142176870748298
8.1375,0.0,0.0,0.23968820861677964
8.2125,0.0,0.0,0.1851360544217746
8.2875,0.10000000000000009,4.976190476190354,0.13058390022674926
8.3625,0.0,1.4210854715202004e-14,0.07603174603175167
8.4375,0.0,4.976190476190382,0.02147959183672543
8.5125,0.0,2.842170943040401e-14,0.03307256235827438
8.5875,0.10000000000000009,2.6611111111111114,0.00015306122449509907
8.6625,0.0,2.842170943040401e-14,0.04527210884353616
8.7375,0.0,2.66111111111114,0.11545918367346619
8.8125,0.09999999999999987,2.842170943040401e-14,0.013242630385480236
8.8875,0.0,2.842170943040401e-14,0.08535714285714668
8.9625,0.0,1.4210854715202004e-14,0.1003968253968266
9.0375,0.0,1.7555555555555171,0.3184523809523865
9.1125,0.7,0.43333333333336577,0.4785714285714242
9.1875,0.10000000000000009,1.7555555555555458,0.48107142857141927
9.2625,0.10000000000000009,3.544444444444494,0.4718253968254045
9.3375,0.10000000000000009,5.684341886080802e-14,0.329523809523812
9.4125,0.09999999999999964,3.9777777777777743,0.6057936507936321
9.4875,0.10000000000000009,5.622222222222362,0.4036961451247172
9.5625,0.0,5.266666666666509,0.20159863945581513
9.6375,0.10000000000000009,2.7555555555556026,0.0004988662131877319
9.7125,0.10000000000000009,5.266666666666566,0.10227891156461677
9.7875,0.0,2.866666666666731,0.2670748299319472
9.8625,0.0,8.371428571428794,0.4535374149659974
9.9375,0.10000000000000009,2.842170943040401e-14,0.10126984126985139
10.0125,0.0,8.371428571428737,0.14964285714285053
10.0875,0.0,0.0,0.3742063492063403
10.1625,0.0,0.0,0.09833333333333494
10.2375,0.0,0.0,0.007380952380958039
10.3125,0.0,0.0,0.015952380952378054
10.3875,0.0,6.22857142857157,0.05547619047618868
10.4625,0.10000000000000009,3.0833333333332575,0.07999999999998675
10.5375,0.0,6.228571428571456,0.2655697278911502
