dis,phi,reg_phi,kdp,reg_kdp
12.8625,58.9,57.55111111111111,0.40000000000000946,0.0
12.9375,58.96,57.55111111111111,-6.200000000000057,0.0
13.0125,58.03,57.55111111111111,-13.866666666666458,0.0
13.087499999999999,55.95,57.55111111111111,14.46666666666711,0.0
13.162499999999998,58.12,57.55111111111111,10.53333333333322,0.0
13.2375,59.7,57.55111111111111,-18.333333333333073,0.0
13.3125,56.95,57.55111111111111,2.066666666666654,0.0
13.3875,57.26,57.55111111111111,-21.133333333332995,0.0
13.462499999999999,54.09,57.55111111111111,47.53333333333488,12.7592592592597
13.537499999999998,61.22,59.465,-23.399999999999654,0.0
13.6125,57.71,59.465,12.266666666666469,0.5666666666666169
13.6875,59.55,59.55,15.533333333333516,11.33333333333346
13.7625,61.88,61.25,-8.399999999999915,0.0
13.837499999999999,60.62,61.25,10.466666666667015,2.111111111111156
13.912499999999998,62.19,61.56666666666666,9.866666666666553,0.0
13.9875,63.67,61.56666666666666,-32.199999999999534,0.0
14.0625,58.84,61.56666666666666,21.600000000000172,3.4222222222222687
14.1375,62.08,62.08,24.599999999999635,15.777777777777509
14.212499999999999,65.77,64.44666666666666,3.2000000000001325,0.0
14.287499999999998,66.25,64.44666666666666,-32.8666666666662,0.0
14.3625,61.32,64.44666666666666,46.26666666666604,0.43333333333340673
14.4375,68.26,64.51166666666667,-31.800000000001074,0.0
14.5125,63.49,64.51166666666667,-2.599999999999905,0.0
14.587499999999999,63.1,64.51166666666667,7.866666666666926,0.0
14.662499999999998,64.28,64.51166666666667,-5.466666666666591,0.0
14.7375,63.46,64.51166666666667,6.799999999999924,0.0
14.8125,64.48,64.51166666666667,16.533333333333815,4.030555555555623
14.8875,66.96,65.11625,-23.866666666665704,0.0
14.962499999999999,63.38,65.11625,13.866666666667069,0.0
15.037499999999998,65.46,65.11625,3.333333333333286,0.0
15.1125,65.96,65.11625,0.13333333333339964,0.0
15.1875,65.98,65.11625,-7.066666666666916,0.0
15.2625,64.92,65.11625,-0.7333333333333018,0.0
15.337499999999999,64.81,65.11625,-9.000000000000307,0.0
15.412499999999998,63.46,65.11625,20.266666666666374,9.22499999999991
15.4875,66.5,66.5,1.0000000000000238,1.0000000000000238
15.5625,66.65,66.65,16.866666666667232,2.4444444444444815
15.6375,69.18,67.01666666666667,-24.066666666665846,0.0
15.712499999999999,65.57,67.01666666666667,4.8666666666668545,0.0
15.787499999999998,66.3,67.01666666666667,6.399999999999962,1.6222222222222396
15.8625,67.26,67.26,5.066666666666534,0.20799999999979651
15.9375,68.02,67.29119999999998,-6.866666666666902,0.0
16.0125,66.99,67.29119999999998,24.06666666666575,0.0
16.0875,70.6,67.29119999999998,-16.666666666666824,0.0
16.1625,68.1,67.29119999999998,8.000000000000094,0.0
16.237499999999997,69.3,67.29119999999998,7.13333333333345,0.0
16.3125,70.37,67.29119999999998,2.8666666666666445,0.0
16.387499999999996,70.8,67.29119999999998,-13.600000000000076,0.0
16.4625,68.76,67.29119999999998,-1.4,0.0
16.5375,68.55,67.29119999999998,-7.666666666666682,0.0
16.612499999999997,67.4,67.29119999999998,2.8666666666666445,0.0
16.6875,67.83,67.29119999999998,12.200000000000104,0.0
16.762499999999996,69.66,67.29119999999998,0.8666666666667393,0.0
16.8375,69.79,67.29119999999998,0.5333333333333018,0.0
16.9125,69.87,67.29119999999998,-15.933333333333488,0.0
16.987499999999997,67.48,67.29119999999998,23.733333333333572,0.0
17.0625,71.04,67.29119999999998,-17.933333333333582,0.0
17.137499999999996,68.35,67.29119999999998,16.333333333333506,0.0
17.2125,70.8,67.29119999999998,-30.866666666665466,0.0
17.2875,66.17,67.29119999999998,11.266666666666758,0.0
17.362499999999997,67.86,67.29119999999998,18.133333333333496,0.0
17.4375,70.58,67.29119999999998,-27.266666666666946,0.0
17.512499999999996,66.49,67.29119999999998,-2.0,0.0
17.5875,66.19,67.29119999999998,2.199999999999905,0.0
17.6625,66.52,67.29119999999998,7.733333333333478,0.0
17.737499999999997,67.68,67.29119999999998,6.46666666666672,0.0
